Variable;Description;Class;ClassFile;Domain;Type;Sex;Covariates
VLDL_P;Concentration of VLDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Large_VLDL_P;Concentration of large VLDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Medium_VLDL_P;Concentration of medium VLDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Small_VLDL_P;Concentration of small VLDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
VLDL_Z;Mean diameter for VLDL particles (nm);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
VLDL_C;Total cholesterol in VLDL  (mg/dL);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
VLDL_TG;Triglycerides in VLDL  (mg/dL);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Non_HDL_P;Concentration of non-HDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
LDL_P_HDL_P;Ratio of concentration of LDL particles to HDL particles;Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Total_P_HDL_P;Ratio of concentration of total particles to HDL particles;Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Alpha_Tocopherol;alpha-Tocopherol (mM);Metabolites;data/phenotypes/metabolites.csv;Prenols;continuous;both;sex,chylomicrons
Sphingomyelin;Sphingomyelin (mM);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_32_0;Sphingomyelin C32:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_32_1;Sphingomyelin C32:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_32_2;Sphingomyelin C32:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_33_1;Sphingomyelin C33:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_34_1;Sphingomyelin C34:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_34_2;Sphingomyelin C34:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_35_0;Sphingomyelin C35:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_35_1;Sphingomyelin C35:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_36_0;Sphingomyelin C36:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_36_1;Sphingomyelin C36:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_36_2;Sphingomyelin C36:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_38_1;Sphingomyelin C38:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_38_2;Sphingomyelin C38:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_39_1;Sphingomyelin C39:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_40_0;Sphingomyelin C40:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_40_1;Sphingomyelin C40:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_40_2;Sphingomyelin C40:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_41_1;Sphingomyelin C41:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_41_2;Sphingomyelin C41:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_42_1;Sphingomyelin C42:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_42_2;Sphingomyelin C42:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_42_3;Sphingomyelin C42:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_43_1;Sphingomyelin C43:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
SM_43_2;Sphingomyelin C43:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Sphingolipids;continuous;both;sex,chylomicrons
Esterified_Cholesterol;Esterified cholesterol (mM);Metabolites;data/phenotypes/metabolites.csv;Steroids;continuous;both;sex,chylomicrons
Free_Cholesterol;Free cholesterol (mM);Metabolites;data/phenotypes/metabolites.csv;Steroids;continuous;both;sex,chylomicrons
Total_Cholesterol;Total cholesterol (mM);Metabolites;data/phenotypes/metabolites.csv;Steroids;continuous;both;sex,chylomicrons
Alanine;Alanine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Glycine;Glycine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Glutamic_acid;Glutamic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Isoleucine;Isoleucine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Lysine;Lysine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Ornithine;Ornithine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Threonine;Threonine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Leucine;Leucine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Methionine;Methionine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Phenylalanine;Phenylalanine  (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Proline;Proline (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Serine;Serine  (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Tyrosine;Tyrosine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Valine;Valine (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Citric_acid;Citric acid (mM);Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
Leucine_Isoleucine;Ratio of leucine to isoleucine;Metabolites;data/phenotypes/metabolites.csv;Carboxylic acids;continuous;both;sex,chylomicrons
2_Hydroxybutanoic_acid;2-Hydroxybutanoic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Hydroxy acids;continuous;both;sex,chylomicrons
3_Hydroxybutanoic_acid;3-Hydroxybutanoic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Hydroxy acids;continuous;both;sex,chylomicrons
Lactic_acid;Lactic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Hydroxy acids;continuous;both;sex,chylomicrons
Fructose;Fructose (mM);Metabolites;data/phenotypes/metabolites.csv;Organooxygen compounds;continuous;both;sex,chylomicrons
Glucose;Glucose (mM);Metabolites;data/phenotypes/metabolites.csv;Organooxygen compounds;continuous;both;sex,chylomicrons
Sucrose;Sucrose (mM);Metabolites;data/phenotypes/metabolites.csv;Organooxygen compounds;continuous;both;sex,chylomicrons
Gliceric_acid;Gliceric acid (mM);Metabolites;data/phenotypes/metabolites.csv;Organooxygen compounds;continuous;both;sex,chylomicrons
Glycerol;Glycerol (mM);Metabolites;data/phenotypes/metabolites.csv;Organooxygen compounds;continuous;both;sex,chylomicrons
Tryptophan;Tryptophan (mM);Metabolites;data/phenotypes/metabolites.csv;Indoles;continuous;both;sex,chylomicrons
8;Intestinal infection;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
8.5;Bacterial enteritis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
8.51;Intestinal e.coli;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
8.52;Intestinal infection due to C. difficile;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
8.6;Viral Enteritis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
8.7;Intestinal infection due to protozoa;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
10;Tuberculosis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
31;Diseases due to other mycobacteria;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
31.1;Leprosy;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
38;Septicemia;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
38.1;Gram negative septicemia;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
38.2;Gram positive septicemia;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
38.3;Bacteremia;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41;Bacterial infection NOS;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41.1;Staphylococcus infections;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41.11;Methicillin sensitive Staphylococcus aureus;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41.12;Methicillin resistant Staphylococcus aureus;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41.2;Streptococcus infection;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41.21;Rheumatic fever / chorea;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41.4;E. coli;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41.8;H. pylori;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
41.9;Infection with drug-resistant microorganisms;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
53;Herpes zoster;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
53.1;Herpes zoster with nervous system complications;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
54;Herpes simplex;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
70;Viral hepatitis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
70.1;Viral hepatitis A;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
70.2;Viral hepatitis B;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
70.3;Viral hepatitis C;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
70.4;Chronic hepatitis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
70.9;Hepatitis NOS;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
71;Human immunodeficiency virus [HIV] disease;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
71.1;HIV infection, symptomatic;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
78;Viral warts & HPV;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
79;Viral infection;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
79.1;Varicella infection;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
79.2;Infectious mononucleosis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
79.9;Viremia, NOS;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
80;Postoperative infection;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
81;"Infection/inflammation of internal prosthetic device; implant; and graft";Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
81.1;Graft-versus-host disease;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
81.11;Acute graft-versus-host disease;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
81.12;Chronic graft-versus-host disease;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
90;Sexually transmitted infections (not HIV or hepatitis);Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
90.2;Gonococcal infections;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
90.3;Venereal diseases due to Chlamydia trachomatis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
1000;Burns;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1001;Foreign body injury;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1002;Symptoms concerning nutrition, metabolism, and development;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1003;Sudden death;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1004;Other signs and symptoms involving emotional state;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1005;Other symptoms;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1006;Crushing injury;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1007;Injury to blood vessels;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1008;Crushing or internal injury to organs;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1009;Injury, NOS;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1010;Other tests;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1011;Complications of surgical and medical procedures;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1012;Late effect;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1013;Asphyxia and hypoxemia;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1014;Effects of heat, cold and air pressure;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1015;Effects of other external causes;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
1019;Other ill-defined and unknown causes of morbidity and mortality;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
110;Dermatophytosis / Dermatomycosis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
110.1;Dermatophytosis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
110.11;Dermatophytosis of nail;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
110.12;Althete's foot;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
110.13;Dermatophytosis of the body;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
110.2;Dermatomycoses;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
1100;Family history;Phecodes;data/phenotypes/phecodes.csv;;binary;both;sex
112;Candidiasis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
112.3;Candidiasis of skin and nails;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
117;Mycoses;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
117.1;Histoplasmosis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
117.2;Coccidioidomycosis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
117.3;Blastomycotic infection;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
117.4;Aspergillosis;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
130;Spirochetal infection;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
130.1;Lyme disease;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
131;Protozoan infection;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
132;Infestation (lice, mites);Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
132.1;Pediculosis and phthirus infestation;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
133;Arthropod-borne diseases;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
134;Helminthiases;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
134.1;Intestinal helminthiases;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
136;Other infectious and parasitic diseases;Phecodes;data/phenotypes/phecodes.csv;infectious diseases;binary;both;sex
145;Cancer of mouth;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
145.1;Cancer of lip;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
145.2;Cancer of tongue;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
145.3;Cancer of major salivary glands;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
145.4;Cancer of the gums;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
145.5;Cancer of the mouth floor;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
149;Cancer of larynx, pharynx, nasal cavities;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
149.1;Cancer of oropharynx;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
149.2;Cancer of nasopharynx;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
149.3;Cancer of hypopharynx;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
149.4;Cancer of larynx;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
149.5;Hx of malignant neoplasm of oral cavity and pharynx;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
149.9;Cancer of of nasal cavities;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
150;Cancer of esophagus;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
151;Cancer of stomach;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
153;Colorectal cancer;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
153.2;Colon cancer;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
153.3;Malignant neoplasm of rectum, rectosigmoid junction, and anus;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
155;Cancer of liver and intrahepatic bile duct;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
155.1;Malignant neoplasm of liver, primary;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
157;Pancreatic cancer;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
158;Neoplasm of unspecified nature of digestive system;Phecodes;data/phenotypes/phecodes.csv;neoplasms;binary;both;sex
